year,make,model,trim,condition (5 is best),odometer,state,Ext Color,Date Sold,"Ave Price (for that make,model,trim, year)",Actual Selling Price,,,
2012,hyundai,sonata,gls,4.9,21202,pa,gray,2015-02-27T09:00:00.000Z,12600,13500,,,
2013,toyota,corolla,s,4.2,38496,ca,black,2015-02-26T12:30:00.000Z,13100,13500,,,
2013,nissan,rogue,s,3.9,37899,sc,gray,2015-02-26T09:30:00.000Z,13800,13500,,,
2013,hyundai,sonata,gls,4.3,21766,pa,black,2015-02-25T09:30:00.000Z,13300,13500,,,
2013,toyota,corolla,s,3.2,28889,ga,black,2015-02-24T09:30:00.000Z,13500,13500,,,
2013,toyota,corolla,s,4.1,23083,ga,blue,2015-02-19T10:00:00.000Z,13700,13500,,,
2013,toyota,corolla,s,4.4,37012,wa,black,2015-02-18T12:55:00.000Z,13050,13500,,,
2013,toyota,corolla,s,3.8,37131,wa,gray,2015-02-18T12:55:00.000Z,13000,13500,,,
2012,nissan,rogue,s,3.1,37296,nj,red,2015-02-18T09:30:00.000Z,14050,13500,,,
2013,hyundai,sonata,gls,4.4,13166,oh,black,2015-02-17T12:00:00.000Z,13650,13500,,,
2012,nissan,rogue,s,3.7,37004,pa,gray,2015-02-13T09:00:00.000Z,14100,13500,,,
2013,hyundai,sonata,gls,4.3,28345,pa,blue,2015-02-13T09:00:00.000Z,12850,13500,,,
2013,nissan,rogue,s,4,40537,az,white,2015-02-12T11:30:00.000Z,13450,13500,,,
2013,hyundai,sonata,gls,4.9,22864,fl,white,2015-02-12T09:30:00.000Z,13150,13500,,,
2013,toyota,corolla,s,3.6,37959,wa,red,2015-02-11T13:15:00.000Z,13000,13500,,,
2013,toyota,corolla,s,3.5,35412,tn,silver,2015-02-11T10:30:00.000Z,13100,13500,,,
2013,nissan,rogue,s,3.9,54041,wi,black,2015-02-11T10:00:00.000Z,13100,13500,,,
2012,nissan,rogue,s,3.7,32635,nj,black,2015-02-11T09:30:00.000Z,14250,13500,,,
2012,nissan,rogue,s,3.6,36027,nj,black,2015-02-11T09:30:00.000Z,14050,13500,,,
2013,toyota,corolla,s,3.9,37207,or,red,2015-02-10T12:00:00.000Z,13000,13500,,,
2013,hyundai,sonata,gls,4.2,22217,fl,silver,2015-02-10T09:30:00.000Z,13200,13500,,,
2012,nissan,rogue,s,4.4,44370,pa,white,2015-02-06T09:00:00.000Z,13550,13500,,,
2012,nissan,rogue,s,3.7,41943,nj,black,2015-02-04T09:30:00.000Z,13500,13500,,,
2013,nissan,rogue,s,4.1,39987,ca,white,2015-02-03T12:30:00.000Z,13400,13500,,,
2013,hyundai,sonata,gls,3.8,29425,fl,gray,2015-02-03T10:20:00.000Z,12800,13500,,,
2011,nissan,rogue,sv,3.8,69133,ma,black,2015-02-03T09:30:00.000Z,12700,13500,,,
2012,hyundai,sonata,gls,4.3,12892,fl,silver,2015-02-03T09:30:00.000Z,12700,13500,,,
2013,hyundai,sonata,gls,4.3,28794,fl,—,2015-02-03T09:30:00.000Z,12850,13500,,,
2012,honda,civic,ex,3.9,18642,pa,silver,2015-01-30T09:00:00.000Z,12800,13500,,,
2013,nissan,rogue,s,3.7,56219,pa,white,2015-01-30T09:00:00.000Z,12850,13500,,,
2013,nissan,rogue,s,4.1,53230,il,white,2015-01-29T10:30:00.000Z,13100,13500,,,
2013,hyundai,sonata,gls,4.1,21167,ga,—,2015-01-29T10:00:00.000Z,13250,13500,,,
2013,toyota,corolla,s,3.6,38088,wa,white,2015-01-28T12:00:00.000Z,13000,13500,,,
2013,nissan,rogue,s,3.6,53330,mn,red,2015-01-28T10:30:00.000Z,13100,13500,,,
2011,nissan,rogue,sv,4,50433,ca,black,2015-01-27T12:30:00.000Z,12650,13500,,,
2013,hyundai,sonata,gls,3.6,20827,ca,blue,2015-01-27T12:30:00.000Z,13300,13500,,,
2013,toyota,corolla,s,4.3,35868,or,white,2015-01-27T12:00:00.000Z,13100,13500,,,
2013,toyota,corolla,s,3.5,36351,or,gray,2015-01-27T12:00:00.000Z,13100,13500,,,
2013,hyundai,sonata,gls,4.5,20270,pa,black,2015-01-23T09:00:00.000Z,13300,13500,,,
2013,nissan,rogue,s,3.9,25249,tx,gray,2015-01-22T11:00:00.000Z,14600,13500,,,
2013,toyota,corolla,s,4.2,39145,wa,blue,2015-01-21T13:10:00.000Z,12750,13500,,,
2013,toyota,corolla,s,4.5,37901,wa,silver,2015-01-21T13:10:00.000Z,12800,13500,,,
2013,toyota,corolla,s,3.6,36232,wa,red,2015-01-21T13:10:00.000Z,12900,13500,,,
2013,toyota,corolla,s,4.1,20597,tx,white,2015-01-21T10:30:00.000Z,13600,13500,,,
2011,nissan,rogue,sv,4.4,74049,nj,white,2015-01-21T09:30:00.000Z,12150,13500,,,
2012,nissan,rogue,s,3.5,35866,nj,gray,2015-01-21T09:30:00.000Z,14250,13500,,,
2013,hyundai,sonata,gls,4.6,26901,pa,gray,2015-01-21T09:30:00.000Z,12950,13500,,,
2012,honda,civic,ex,4.1,22821,pa,gray,2015-01-16T09:00:00.000Z,12650,13500,,,
2012,honda,civic,ex,4.1,27833,pa,burgundy,2015-01-16T09:00:00.000Z,12400,13500,,,
2011,nissan,rogue,sv,4.9,56317,pa,white,2015-01-16T09:00:00.000Z,13900,13500,,,
2012,honda,civic,ex,4.2,45063,ca,blue,2015-01-15T12:00:00.000Z,11700,13500,,,
2012,nissan,rogue,s,3.8,55397,,black,2015-01-15T10:30:00.000Z,13200,13500,,,
2013,toyota,corolla,s,4.2,37711,wa,red,2015-01-14T12:30:00.000Z,12750,13500,,,
2011,nissan,rogue,sv,3.1,36172,nj,gray,2015-01-14T09:30:00.000Z,15100,13500,,,
2013,toyota,corolla,s,3.1,36127,or,red,2015-01-13T20:00:00.000Z,12800,13500,,,
2012,honda,civic,ex,5,32027,tx,gray,2015-01-07T10:20:00.000Z,12100,13500,,,
2013,nissan,rogue,s,3.2,41162,fl,silver,2015-01-06T09:30:00.000Z,13150,13500,,,
2013,nissan,rogue,s,3.8,35058,ut,black,2014-12-31T19:30:00.000Z,14650,13500,,,
2012,honda,civic,ex,4,25362,ca,white,2014-12-30T23:00:00.000Z,12700,13500,,,
2012,honda,civic,ex,3.7,21096,ca,black,2014-12-30T23:00:00.000Z,12850,13500,,,
2013,nissan,rogue,s,3.2,22763,co,black,2014-12-30T20:00:00.000Z,14850,13500,,,
2013,toyota,corolla,s,3.5,24807,fl,white,2014-12-30T17:30:00.000Z,13550,13500,,,
2011,nissan,rogue,sv,4.1,50423,ca,black,2014-12-23T20:30:00.000Z,13850,13500,,,
2012,honda,civic,ex,4.2,22033,tx,gray,2014-12-23T18:10:00.000Z,12850,13500,,,
2012,honda,civic,ex,4.2,34289,pa,blue,2014-12-19T17:00:00.000Z,12200,13500,,,
2013,hyundai,sonata,gls,4.6,19913,mn,gray,2014-12-17T18:30:00.000Z,13150,13500,,,
2011,infiniti,g-sedan,g37 journey,4.6,94470,ca,blue,2014-12-16T20:30:00.000Z,16650,13500,,,
2013,hyundai,sonata,gls,4.2,33776,ca,gray,2015-02-19T11:30:00.000Z,12600,13400,,,
2011,nissan,rogue,sv,4.3,74488,mn,silver,2015-02-19T10:45:00.000Z,12750,13400,,,
2013,toyota,corolla,s,4.1,28644,mo,silver,2015-02-18T10:30:00.000Z,13400,13400,,,
2013,hyundai,sonata,gls,4.7,29959,fl,silver,2015-02-17T09:30:00.000Z,12750,13400,,,
2012,honda,civic,ex,3.8,24024,nv,black,2015-02-13T12:00:00.000Z,12350,13400,,,
2012,honda,civic,ex,5,32959,pa,white,2015-02-13T09:00:00.000Z,12050,13400,,,
2012,nissan,rogue,s,4.4,41268,pa,black,2015-02-13T09:00:00.000Z,13800,13400,,,
2013,hyundai,sonata,gls,4.2,23411,pa,gray,2015-02-13T09:00:00.000Z,13100,13400,,,
2012,nissan,rogue,s,3.5,54609,il,—,2015-02-12T10:00:00.000Z,12800,13400,,,
2013,hyundai,sonata,gls,3.2,22452,fl,black,2015-02-12T09:50:00.000Z,13150,13400,,,
2013,hyundai,sonata,gls,4.6,22927,oh,blue,2015-02-10T09:30:00.000Z,13150,13400,,,
2012,nissan,rogue,s,4.4,47350,pa,black,2015-02-06T09:00:00.000Z,13350,13400,,,
2012,honda,civic,ex,4.1,21720,il,white,2015-02-05T10:00:00.000Z,12850,13400,,,
2013,nissan,rogue,s,3.4,52556,mo,white,2015-02-04T10:00:00.000Z,13100,13400,,,
2011,nissan,rogue,sv,4.1,33699,ma,silver,2015-02-03T09:30:00.000Z,15550,13400,,,
2013,hyundai,sonata,gls,4,19064,fl,red,2015-02-03T09:30:00.000Z,13400,13400,,,
2013,hyundai,sonata,gls,3.7,7614,pa,black,2015-01-30T09:00:00.000Z,13950,13400,,,
2013,nissan,rogue,s,3.9,52870,ca,red,2015-01-29T12:00:00.000Z,13150,13400,,,
2012,nissan,rogue,s,3.8,38412,tn,gray,2015-01-28T10:30:00.000Z,13750,13400,,,
2012,nissan,rogue,s,3.3,45100,tx,gray,2015-01-28T10:30:00.000Z,13350,13400,,,
2012,honda,civic,ex,4.3,21865,nj,black,2015-01-28T10:00:00.000Z,12650,13400,,,
2011,infiniti,g-sedan,g37 journey,3.4,89356,fl,blue,2015-01-28T09:00:00.000Z,15350,13400,,,
2012,hyundai,sonata,gls,4.3,15240,ca,silver,2015-01-27T12:30:00.000Z,12550,13400,,,
2013,hyundai,sonata,gls,4,28513,fl,white,2015-01-27T09:30:00.000Z,12850,13400,,,
2012,honda,civic,ex,3.6,14580,pa,gray,2015-01-23T09:00:00.000Z,13150,13400,,,
2012,nissan,rogue,s,3.9,30576,pa,gray,2015-01-23T09:00:00.000Z,14400,13400,,,
2012,nissan,rogue,s,3.4,34349,pa,black,2015-01-23T09:00:00.000Z,14150,13400,,,
2012,nissan,rogue,s,3.4,27115,pa,black,2015-01-23T09:00:00.000Z,14600,13400,,,
2011,nissan,rogue,sv,4,48485,il,gray,2015-01-22T10:00:00.000Z,14350,13400,,,
2013,nissan,rogue,s,3.7,54598,wa,black,2015-01-21T12:30:00.000Z,12950,13400,,,
2011,nissan,rogue,sv,3.4,40263,tx,black,2015-01-21T10:30:00.000Z,13600,13400,,,
2011,nissan,rogue,sv,3.5,51557,tn,—,2015-01-21T10:30:00.000Z,12650,13400,,,
2013,hyundai,sonata,gls,4.3,17370,nj,black,2015-01-21T09:30:00.000Z,13500,13400,,,
2013,hyundai,sonata,gls,4.9,29390,nj,white,2015-01-21T09:30:00.000Z,12800,13400,,,
2013,nissan,rogue,s,3.2,47049,fl,gray,2015-01-21T09:10:00.000Z,13550,13400,,,
2013,nissan,rogue,s,4.1,33029,fl,silver,2015-01-20T09:30:00.000Z,14050,13400,,,
2011,nissan,rogue,sv,3.6,43427,pa,black,2015-01-16T09:00:00.000Z,14850,13400,,,
2013,toyota,corolla,s,4.2,29445,,gray,2015-01-15T10:00:00.000Z,13250,13400,,,
2011,nissan,rogue,sv,3.5,48034,tn,silver,2015-01-14T10:30:00.000Z,14250,13400,,,
2011,nissan,rogue,sv,3.8,49456,tx,red,2015-01-14T10:30:00.000Z,12800,13400,,,
2011,nissan,rogue,sv,3.4,33082,nj,gray,2015-01-14T09:30:00.000Z,15300,13400,,,
2011,nissan,rogue,sv,4.2,65922,oh,blue,2015-01-13T17:30:00.000Z,13100,13400,,,
2013,hyundai,sonata,gls,4.2,12808,md,black,2015-01-13T17:30:00.000Z,13800,13400,,,
2013,toyota,corolla,s,3.1,12501,ca,gray,2015-01-08T20:00:00.000Z,14300,13400,,,
2013,toyota,corolla,s,3.3,17338,fl,silver,2015-01-06T09:30:00.000Z,14050,13400,,,
2013,nissan,rogue,s,3.9,41214,ca,gray,2014-12-31T20:30:00.000Z,14250,13400,,,
2013,hyundai,sonata,gls,3.8,18102,pa,silver,2014-12-19T17:00:00.000Z,13350,13400,,,
2013,nissan,rogue,s,3.9,41100,az,blue,2014-12-18T19:30:00.000Z,13050,13400,,,
2013,hyundai,sonata,gls,3.6,28231,ca,gray,2014-12-17T20:30:00.000Z,12650,13400,,,
2013,hyundai,sonata,gls,4.4,36991,ca,white,2014-12-17T20:30:00.000Z,12100,13400,,,
2013,hyundai,sonata,gls,4.1,39009,ca,silver,2015-02-25T12:30:00.000Z,12350,13300,,,
2013,nissan,rogue,s,3.9,53998,md,white,2015-02-24T09:30:00.000Z,13350,13300,,,
2013,hyundai,sonata,gls,4.8,27556,oh,gray,2015-02-24T09:30:00.000Z,13000,13300,,,
2011,nissan,rogue,sv,3.6,71510,ca,white,2015-02-19T12:00:00.000Z,11650,13300,,,
2012,honda,civic,ex,4.3,21586,il,gray,2015-02-19T10:00:00.000Z,12500,13300,,,
2012,nissan,rogue,s,3.6,39525,nj,gray,2015-02-18T09:30:00.000Z,13950,13300,,,
2012,honda,civic,ex,3.6,35379,fl,black,2015-02-18T09:00:00.000Z,12000,13300,,,
2013,hyundai,sonata,gls,4.4,34040,ca,black,2015-02-17T12:30:00.000Z,12550,13300,,,
2013,hyundai,sonata,gls,3.6,30188,fl,white,2015-02-17T10:25:00.000Z,12750,13300,,,
2013,toyota,corolla,s,4.1,43278,tn,red,2015-02-11T10:30:00.000Z,12750,13300,,,
2012,nissan,rogue,s,3.7,32451,nj,black,2015-02-11T09:30:00.000Z,14250,13300,,,
2013,hyundai,sonata,gls,4.3,29700,fl,blue,2015-02-10T09:30:00.000Z,12800,13300,,,
2011,nissan,rogue,sv,3.5,38297,fl,black,2015-02-06T09:25:00.000Z,14100,13300,,,
2013,nissan,rogue,s,4.2,36875,fl,gray,2015-02-05T09:35:00.000Z,13600,13300,,,
2013,nissan,rogue,s,3.2,53665,mn,gray,2015-02-04T10:30:00.000Z,13000,13300,,,
2012,hyundai,sonata,gls,4.2,14231,tn,white,2015-02-04T10:30:00.000Z,12650,13300,,,
2013,hyundai,sonata,gls,4.8,18429,tn,gray,2015-02-04T10:30:00.000Z,13450,13300,,,
2012,honda,civic,ex,3.8,32592,ca,gray,2015-01-29T12:00:00.000Z,12100,13300,,,
2013,hyundai,sonata,gls,4.6,33465,tx,black,2015-01-29T11:00:00.000Z,12600,13300,,,
2013,nissan,rogue,s,3.5,53027,il,red,2015-01-29T10:30:00.000Z,13100,13300,,,
2012,honda,civic,ex,4.1,28355,tn,black,2015-01-28T10:30:00.000Z,12350,13300,,,
2013,nissan,rogue,s,4.1,53387,mo,black,2015-01-28T10:00:00.000Z,13100,13300,,,
2013,hyundai,sonata,gls,4.4,29070,tn,red,2015-01-28T10:00:00.000Z,12850,13300,,,
2013,nissan,rogue,s,3.4,48875,fl,red,2015-01-27T09:30:00.000Z,12600,13300,,,
2012,honda,civic,ex,4.3,24695,il,white,2015-01-22T10:00:00.000Z,12550,13300,,,
2013,nissan,rogue,s,5,634,nj,silver,2015-01-21T09:30:00.000Z,22500,13300,,,
2012,nissan,rogue,s,4.2,18115,pa,black,2015-01-21T09:30:00.000Z,14100,13300,,,
2013,toyota,corolla,s,4.3,23880,mn,blue,2015-01-14T10:30:00.000Z,13500,13300,,,
2013,hyundai,sonata,gls,4.6,25732,mn,red,2015-01-14T10:30:00.000Z,13000,13300,,,
2012,honda,civic,ex,4.8,25470,pa,burgundy,2015-01-09T17:00:00.000Z,12400,13300,,,
2013,hyundai,sonata,gls,4.8,28178,pa,gray,2015-01-09T17:00:00.000Z,12900,13300,,,
2013,hyundai,sonata,gls,4.6,21297,pa,gray,2015-01-09T17:00:00.000Z,13350,13300,,,
2013,toyota,corolla,s,4.4,39925,ga,silver,2015-01-08T10:00:00.000Z,12600,13300,,,
2011,nissan,rogue,sv,3.4,44809,nj,silver,2015-01-07T17:30:00.000Z,15250,13300,,,
2013,hyundai,sonata,gls,4.3,28560,pa,white,2015-01-02T17:00:00.000Z,12950,13300,,,
2011,nissan,rogue,sv,3.5,48615,nj,black,2014-12-31T17:30:00.000Z,15100,13300,,,
2012,honda,civic,ex,3.9,56456,ca,silver,2014-12-30T23:00:00.000Z,11400,13300,,,
2013,toyota,corolla,s,5,21641,fl,red,2014-12-30T17:30:00.000Z,13750,13300,,,
2012,hyundai,sonata,gls,3.6,5184,fl,white,2014-12-30T17:30:00.000Z,13050,13300,,,
2012,nissan,rogue,s,3.6,24178,ca,black,2015-02-10T12:30:00.000Z,14750,13250,,,
2012,honda,civic,ex,4.3,36621,in,burgundy,2015-01-22T10:10:00.000Z,12100,13250,,,
2011,nissan,rogue,sv,3.2,29552,ca,gray,2015-01-20T12:30:00.000Z,14500,13250,,,
2011,nissan,rogue,sv,4.3,44340,ca,gray,2015-01-06T20:30:00.000Z,13000,13250,,,
2013,nissan,rogue,s,4.4,58256,pa,silver,2015-02-27T09:00:00.000Z,13250,13200,,,
2012,hyundai,sonata,gls,4.5,18321,pa,blue,2015-02-27T09:00:00.000Z,12750,13200,,,
2012,hyundai,sonata,gls,4.4,8303,pa,blue,2015-02-27T09:00:00.000Z,13300,13200,,,
2013,hyundai,sonata,gls,3.4,13322,pa,blue,2015-02-27T09:00:00.000Z,13850,13200,,,
2013,hyundai,sonata,gls,4.2,37625,ca,white,2015-02-26T11:30:00.000Z,12450,13200,,,
2012,honda,civic,ex,3.8,36035,ca,—,2015-02-25T12:15:00.000Z,11600,13200,,,
2013,toyota,corolla,s,3.2,25266,fl,red,2015-02-24T09:30:00.000Z,13700,13200,,,
2011,nissan,rogue,sv,3.7,41191,ga,gray,2015-02-24T09:30:00.000Z,12150,13200,,,
2012,hyundai,sonata,gls,4.8,20799,oh,white,2015-02-24T09:30:00.000Z,12600,13200,,,
2012,honda,civic,ex,4.5,21896,pa,silver,2015-02-20T09:00:00.000Z,12450,13200,,,
2012,nissan,rogue,s,3.1,31527,pa,gray,2015-02-20T09:00:00.000Z,14350,13200,,,
2013,hyundai,sonata,gls,3.7,35863,ca,gray,2015-02-19T11:30:00.000Z,12500,13200,,,
2013,nissan,rogue,s,4.9,12081,tx,black,2015-02-18T10:30:00.000Z,15700,13200,,,
2012,nissan,rogue,s,4.4,53692,tn,black,2015-02-18T10:30:00.000Z,13050,13200,,,
2012,nissan,rogue,s,4.1,28330,tn,white,2015-02-18T10:30:00.000Z,13800,13200,,,
2013,hyundai,sonata,gls,3.9,26077,tx,silver,2015-02-18T10:30:00.000Z,13000,13200,,,
2013,hyundai,sonata,gls,4.3,24000,tx,black,2015-02-18T10:30:00.000Z,13100,13200,,,
2013,nissan,rogue,s,3.3,59484,fl,blue,2015-02-18T09:10:00.000Z,12800,13200,,,
2012,hyundai,sonata,gls,4.2,24680,fl,white,2015-02-17T09:30:00.000Z,12250,13200,,,
2013,hyundai,sonata,gls,3.3,13729,fl,blue,2015-02-17T09:30:00.000Z,13600,13200,,,
2013,hyundai,sonata,gls,4.4,18328,fl,gray,2015-02-17T09:30:00.000Z,13350,13200,,,
2013,hyundai,sonata,gls,4.8,39835,ca,gray,2015-02-12T11:30:00.000Z,12200,13200,,,
2013,toyota,corolla,s,3.7,38322,il,silver,2015-02-12T10:00:00.000Z,13000,13200,,,
2013,hyundai,sonata,gls,4.1,44555,tx,white,2015-02-11T10:15:00.000Z,11950,13200,,,
2012,nissan,rogue,s,4.4,38807,nj,gray,2015-02-11T09:30:00.000Z,13850,13200,,,
2013,hyundai,sonata,gls,3.4,20753,oh,blue,2015-02-10T09:30:00.000Z,13300,13200,,,
2013,toyota,corolla,s,3.4,14005,pa,black,2015-02-06T09:00:00.000Z,14050,13200,,,
2013,hyundai,sonata,gls,4.1,23560,pa,black,2015-02-06T09:00:00.000Z,13150,13200,,,
2012,honda,civic,ex,4.1,20829,il,silver,2015-02-05T10:00:00.000Z,12500,13200,,,
2012,nissan,rogue,s,3.5,42526,tn,white,2015-02-04T10:30:00.000Z,13450,13200,,,
2012,hyundai,sonata,gls,5,36791,tn,silver,2015-02-04T10:30:00.000Z,11550,13200,,,
2012,nissan,rogue,s,4.4,48857,nj,gray,2015-02-04T09:30:00.000Z,13100,13200,,,
2011,nissan,rogue,sv,3.1,33414,ma,blue,2015-02-03T09:30:00.000Z,15550,13200,,,
2012,hyundai,sonata,gls,4.6,8001,fl,silver,2015-02-03T09:30:00.000Z,12950,13200,,,
2012,honda,civic,ex,4.3,23237,pa,white,2015-01-30T09:00:00.000Z,12600,13200,,,
2013,nissan,rogue,s,3.9,52749,ne,gray,2015-01-29T12:45:00.000Z,13150,13200,,,
2012,honda,civic,ex,4.2,30138,ga,red,2015-01-29T10:00:00.000Z,12250,13200,,,
2012,nissan,rogue,s,3.4,22279,nj,—,2015-01-28T10:00:00.000Z,14750,13200,,,
2012,nissan,rogue,s,3.4,38227,nj,white,2015-01-28T10:00:00.000Z,13800,13200,,,
2013,hyundai,sonata,gls,3.9,19264,fl,blue,2015-01-27T09:30:00.000Z,13350,13200,,,
2013,hyundai,sonata,gls,4.4,24696,fl,silver,2015-01-27T09:30:00.000Z,13050,13200,,,
2013,hyundai,sonata,gls,4.7,22931,oh,black,2015-01-27T09:30:00.000Z,13150,13200,,,
2011,nissan,rogue,sv,3.7,43835,pa,—,2015-01-23T09:00:00.000Z,14650,13200,,,
2013,hyundai,sonata,gls,3.8,37447,ca,black,2015-01-21T12:30:00.000Z,12350,13200,,,
2011,nissan,rogue,sv,3.4,54303,tx,gray,2015-01-21T10:30:00.000Z,13850,13200,,,
2013,nissan,rogue,s,4.3,54676,mo,black,2015-01-21T10:00:00.000Z,12950,13200,,,
2013,nissan,rogue,s,3.5,18363,fl,gray,2015-01-20T09:30:00.000Z,15200,13200,,,
2013,hyundai,sonata,gls,4.3,28438,fl,gray,2015-01-20T09:30:00.000Z,12850,13200,,,
2012,honda,civic,ex,4.4,35641,pa,silver,2015-01-16T09:00:00.000Z,12050,13200,,,
2012,nissan,rogue,s,3.7,57303,pa,black,2015-01-16T09:00:00.000Z,13000,13200,,,
2012,honda,civic,ex,3.5,33600,ca,black,2015-01-15T12:00:00.000Z,12150,13200,,,
2013,hyundai,sonata,gls,4.9,18989,fl,gray,2015-01-14T15:59:00.000Z,13400,13200,,,
2013,nissan,rogue,s,3.7,36062,ga,burgundy,2015-01-13T17:30:00.000Z,13400,13200,,,
2012,honda,civic,ex,3.8,19318,pa,white,2015-01-09T17:00:00.000Z,12700,13200,,,
2012,honda,civic,ex,4.5,25390,pa,white,2015-01-09T17:00:00.000Z,12400,13200,,,
2013,hyundai,sonata,gls,3.5,15365,pr,white,2015-01-08T19:00:00.000Z,13700,13200,,,
2013,nissan,rogue,s,3.5,35544,va,silver,2015-01-08T17:50:00.000Z,13550,13200,,,
2012,nissan,rogue,s,4.5,45286,ca,white,2015-01-07T20:30:00.000Z,12350,13200,,,
2013,nissan,rogue,s,3.4,32477,ga,black,2015-01-06T09:30:00.000Z,13950,13200,,,
2012,nissan,rogue,s,4.8,43329,tn,white,2014-12-31T18:30:00.000Z,12850,13200,,,
2012,honda,civic,ex,4.4,22293,ca,red,2014-12-30T23:00:00.000Z,12650,13200,,,
2012,honda,civic,ex,3.5,43303,ca,blue,2014-12-30T23:00:00.000Z,11950,13200,,,
2013,toyota,corolla,s,3.9,19167,az,blue,2014-12-23T19:00:00.000Z,13800,13200,,,
2013,hyundai,sonata,gls,3.5,29346,tn,—,2014-12-23T18:30:00.000Z,12800,13200,,,
2013,hyundai,sonata,gls,3.7,36194,ca,silver,2014-12-17T20:30:00.000Z,12150,13200,,,
2013,nissan,rogue,s,4.1,59262,sc,black,2015-02-12T10:00:00.000Z,12800,13101,,,
2012,honda,civic,ex,4.4,28071,pa,red,2015-02-27T09:00:00.000Z,12300,13100,,,
2013,hyundai,sonata,gls,3.8,33094,az,white,2015-02-26T11:30:00.000Z,12700,13100,,,
2013,nissan,rogue,s,4.2,42958,in,silver,2015-02-26T11:10:00.000Z,13400,13100,,,
2012,hyundai,sonata,gls,4,4677,fl,blue,2015-02-26T09:50:00.000Z,13500,13100,,,
2013,hyundai,sonata,gls,3.9,36476,wa,silver,2015-02-25T13:10:00.000Z,12450,13100,,,
2013,nissan,rogue,s,3.5,27744,nj,blue,2015-02-25T09:30:00.000Z,15100,13100,,,
2012,nissan,rogue,s,3.7,47800,nj,black,2015-02-25T09:30:00.000Z,13450,13100,,,
2013,toyota,corolla,s,4.4,36886,oh,black,2015-02-24T09:30:00.000Z,13150,13100,,,
2012,nissan,rogue,s,3.2,30208,ga,black,2015-02-24T09:30:00.000Z,13850,13100,,,
2013,nissan,rogue,s,3.1,61915,pa,black,2015-02-20T09:00:00.000Z,12700,13100,,,
2012,honda,civic,ex,4.2,35275,il,blue,2015-02-19T10:00:00.000Z,12000,13100,,,
2013,hyundai,sonata,gls,4.2,47947,ca,blue,2015-02-18T12:30:00.000Z,11800,13100,,,
2013,hyundai,sonata,gls,4.1,28533,tx,blue,2015-02-18T10:00:00.000Z,12850,13100,,,
2012,hyundai,sonata,gls,3.6,17027,fl,red,2015-02-17T09:30:00.000Z,12650,13100,,,
2012,honda,civic,ex,3.4,36146,ca,gray,2015-02-12T12:00:00.000Z,11950,13100,,,
2012,honda,civic,ex,4.3,26288,ga,gray,2015-02-12T10:00:00.000Z,12250,13100,,,
2013,hyundai,sonata,gls,4.2,35963,fl,blue,2015-02-12T09:50:00.000Z,12400,13100,,,
2012,honda,civic,ex,4.1,47713,ca,black,2015-02-11T12:30:00.000Z,11300,13100,,,
2013,nissan,rogue,s,3.8,59128,la,black,2015-02-11T11:00:00.000Z,12750,13100,,,
2013,toyota,corolla,s,3.5,40171,mn,red,2015-02-11T10:30:00.000Z,12900,13100,,,
2013,toyota,corolla,s,3.9,34349,tn,gray,2015-02-11T10:30:00.000Z,13150,13100,,,
2012,nissan,rogue,s,3.9,40443,nj,gray,2015-02-11T09:30:00.000Z,13750,13100,,,
2013,hyundai,sonata,gls,3.8,14228,fl,blue,2015-02-11T09:10:00.000Z,13650,13100,,,
2012,nissan,rogue,s,3.8,42555,fl,gray,2015-02-10T12:15:00.000Z,13050,13100,,,
2012,hyundai,sonata,gls,4.5,12426,oh,black,2015-02-10T09:30:00.000Z,12800,13100,,,
2013,hyundai,sonata,gls,4.7,25929,oh,white,2015-02-10T09:30:00.000Z,13000,13100,,,
2013,hyundai,sonata,gls,4.9,26931,fl,white,2015-02-10T09:30:00.000Z,12950,13100,,,
2013,hyundai,sonata,gls,4.3,28274,pa,silver,2015-02-06T09:00:00.000Z,12900,13100,,,
2012,nissan,rogue,s,3.1,43782,pr,gray,2015-02-05T11:30:00.000Z,12950,13100,,,
2013,hyundai,sonata,gls,3.3,13106,fl,gray,2015-02-03T09:30:00.000Z,13700,13100,,,
2013,hyundai,sonata,gls,4.4,32907,fl,—,2015-02-03T09:30:00.000Z,12650,13100,,,
2012,hyundai,sonata,gls,4.6,16287,pa,white,2015-01-30T09:00:00.000Z,12500,13100,,,
2013,hyundai,sonata,gls,3.6,12945,pa,blue,2015-01-30T09:00:00.000Z,13700,13100,,,
2012,honda,civic,ex,4.2,38806,ca,white,2015-01-29T12:00:00.000Z,11750,13100,,,
2012,hyundai,sonata,gls,4.4,21287,ga,white,2015-01-29T10:00:00.000Z,12250,13100,,,
2013,nissan,rogue,s,4,55087,tn,black,2015-01-28T10:30:00.000Z,12950,13100,,,
2013,nissan,rogue,s,3.5,41399,mo,gray,2015-01-28T10:30:00.000Z,13250,13100,,,
2012,hyundai,sonata,gls,4.4,21464,ca,black,2015-01-27T12:30:00.000Z,12250,13100,,,
2012,hyundai,sonata,gls,4.3,28539,fl,white,2015-01-27T09:30:00.000Z,11950,13100,,,
2012,hyundai,sonata,gls,4.1,25015,fl,black,2015-01-27T09:30:00.000Z,12100,13100,,,
2013,hyundai,sonata,gls,4.2,34157,fl,red,2015-01-27T09:30:00.000Z,12550,13100,,,
2012,honda,civic,ex,4.2,30335,pa,white,2015-01-23T09:00:00.000Z,12300,13100,,,
